bookID,authors,average_rating,language_code,text_reviews_count
27323,John Hersey,3.96,eng,2192
27326,John Hersey,4.28,eng,54
27327,John Hersey,3.0,eng,1
27333,Rachel Carson-Linda Lear-Edward O. Wilson,3.97,eng,1569
27343,Rachel Carson-Sue Hubbell-Bob Hines,4.24,eng,65
27344,Rachel Carson-Charles Pratt-Nick Kelsh-Linda Lear,4.39,eng,142
27345,Paul Brooks-Rachel Carson,3.93,eng,1
27347,Rachel Carson-Bob Hines,4.12,eng,3
27356,Justine Korman Fontes-Geoff Waring,3.5,en-US,11
27363,William Martin,3.91,eng,171
27368,Marianne Williams-Caroline Fitzgerald,3.57,eng,1
27385,Frank  Graham,3.86,eng,0
27397,Jonathan Harr,3.96,eng,738
27398,Jonathan Harr,3.72,en-US,753
27399,Jonathan Harr,3.72,eng,0
27404,Anthony  Lewis,3.9,eng,182
27410,Apollodorus-Robin Hard,3.98,eng,28
27411,Apollodorus-James George Frazer,3.92,mul,2
27413,Apollodorus-Selwyn Reginald Cudjoe-Leonard Baskin,3.98,eng,1
27415,Apollodorus-Hyginus-R. Scott Smith-Stephen M. Trzaskoma,3.92,eng,1
27416,Apollodorus-Richard Wagner,0.0,grc,0
27418,Hesiod-M.L. West,3.74,eng,152
27419,Hesiod,3.74,eng,0
27420,Hesiod-Apostolos N. Athanassakis,3.97,eng,4
27421,Hesiod-Richmond Lattimore,3.97,eng,7
27422,Hesiod-R.M. Frazer-Mary Sue Roniger,3.74,eng,7
27423,Hesiod-Friedrich Solmsen-Reinholdo Merkelbach,4.0,eng,0
27424,Hesiod-Daryl Hine,3.72,eng,3
27425,Virgil-David Ferry,3.85,eng,11
27426,Hermann Broch-Jean Starr Untermeyer,4.19,eng,62
27427,Virgil-David Ferry,3.91,eng,10
27428,Phillip Lopate,4.19,eng,4
27432,Phillip Lopate,4.19,eng,105
27434,Phillip Lopate,3.74,eng,30
27438,Scott Beatty-Robert Greenberger-Phil Jimenez-Daniel  Wallace,4.29,eng,6
27440,Tom DeFalco-Peter Sanderson-Michael Teitelbaum-Daniel  Wallace-Tom Brevoort-Andrew Darling,4.36,eng,41
27445,J. Ed Komoszewski-Daniel B. Wallace-M. James Sawyer,4.19,en-US,21
27450,Sylvia Moody-Gay Gallsworthy,0.0,eng,0
27451,F. Scott Fitzgerald-Matthew J. Bruccoli,3.91,eng,1057
27454,George Eliot,3.83,eng,3
27456,George Eliot-Earl L. Dachslager-George Stade,3.83,eng,43
27457,Adam Hochschild,4.16,eng,18
27473,Zecharia Sitchin,4.06,eng,34
27485,Esther Perel,4.13,eng,793
27486,Geoffrey Miller,4.09,eng,84
27491,David M. Buss,4.07,en-GB,64
27494,Walt Whitman,4.12,eng,1334
27498,Walt Whitman,4.12,eng,3
27500,Jeffrey Eugenides,4.0,eng,231
27503,A.B. Yehoshua-Hillel Halkin,3.76,en-US,43
27507,Bob Woodward-Alice Mayhew,3.67,en-US,115
27511,Bob Woodward,3.71,eng,26
27514,Bob Woodward,3.66,en-US,45
27515,Bob Woodward,3.71,en-US,40
27520,Virginia Lee Burton,4.23,eng,0
27523,Tim LaHaye-Jerry B. Jenkins,3.83,eng,3216
27525,Tim LaHaye-Jerry B. Jenkins,4.03,eng,245
27526,Tim LaHaye-Jerry B. Jenkins,4.01,eng,259
27528,Tim LaHaye-Jerry B. Jenkins,3.96,eng,559
27533,Muhammad Yunus-Alan Jolis,4.09,eng,720
27537,Daniel Goleman,3.82,eng,178
27539,Jeff Hawkins-Sandra Blakeslee,4.13,eng,390
27540,Travis Bradberry-Jean Greaves-Patrick Lencioni,3.53,en-US,66
27541,Karen Berman-Joe Knight-John  Case,4.1,eng,85
27543,Stuart Russell-Peter Norvig,4.16,eng,76
27548,Wilma Davidson-Jack   Dougherty,3.45,eng,1
27557,Christopher Andersen-Christopher Andersen,3.95,eng,25
27566,Sharon Green,4.09,eng,1
27574,Amos Oz-Nicholas de Lange,4.22,eng,481
27575,Amos Oz-עמוס עוז,4.22,heb,7
27577,Bernard Lewis,3.49,eng,251
27578,Peter Woit,3.93,eng,49
27579,Kathleen V. Kudlinski-S.D. Schindler,3.93,en-US,71
27580,Cheri Huber-June Shiver,4.18,eng,98
27582,J.A. Jance,4.03,eng,209
27584,Jean-Benoît Nadeau-Julie Barlow,3.74,eng,207
27586,Michela Wrong,3.98,eng,114
27588,Philip Caputo,3.93,eng,231
27590,Margaret Feinberg-Norman Rockwell,4.55,en-US,2
27597,James K. Beilby-Gregory A. Boyd-Joel B. Green-Bruce R. Reichenbach-Thomas R. Schreiner-Paul Rhodes Eddy,3.76,eng,34
27599,Peter G. Bolt,3.87,eng,11
27601,Margaret Thaler Singer-Robert Jay Lifton,3.92,eng,22
27607,Norman Rush,3.75,en-US,56
27609,Norman Rush,3.77,eng,45
27618,John Irving-Carlos Milla Soler,3.63,spa,3
27624,E.M. Forster-Benjamin DeMott-Regina Marler,3.96,eng,13
27626,Michelle Lovric-Lisa Pentreath,4.23,eng,1
27629,Alan Hollinghurst,3.73,eng,36
27647,Julia Glass,3.56,spa,1
27660,Janet Geringer Woititz-Robert J. Ackerman,4.06,en-US,11
27668,Adam Hochschild,4.27,eng,167
27669,Adam Hochschild,4.27,eng,1
27674,Augustine of Hippo-Boniface Ramsey-Michael Fiedrowicz,4.09,eng,0
27689,Mary  Stewart,4.39,eng,171
27690,Mary  Stewart,3.91,eng,251
27691,Mary  Stewart,3.91,eng,129
27692,Mary  Stewart,4.09,eng,238
27693,Mary  Stewart,4.03,eng,373
27694,Mary  Stewart,4.05,eng,300
27695,Mary  Stewart-Sandra Brown,4.02,eng,846
27696,Mary  Stewart,4.04,eng,228
27698,Mary  Stewart,4.04,eng,280
27712,Michael Ende-Ralph Manheim-Roswitha Quadflieg,4.18,eng,3452
27719,Michael Ende-Heike Schwarzbauer-Rick Takvorian-Regina Kehn-Regina Jehn,4.11,eng,52
27721,Michael Ende,4.31,ger,11
27724,Michael Ende-J. Maxwell Brownjohn,4.15,eng,6
27727,Jane Porter,3.68,eng,13
27737,Eugène Ionesco,3.9,fre,68
27747,M.C. Beaton,3.81,eng,256
27757,Thomas J. Stanley,4.18,en-GB,3
27763,Narise Konohara-Nanao Saikawa-Douglas W. Dlin,3.72,eng,14
27766,Stacy Horn,3.49,eng,38
27769,Albert Camus,3.97,fre,47
27776,Albert Camus-Manuel de Lope,4.05,spa,14
27779,Albert Camus-Catherine Camus,3.95,fre,16
27780,Albert Camus,3.54,fre,19
27783,Stuart M. Matlins,3.96,eng,16
27785,Jean-Jacques Rousseau-Donald A. Cress-Peter Gray,3.87,eng,22
27787,Christopher   Green-Frances Morris-Nancy Ireson-Claire Freches-Thory,4.06,eng,4
27788,Jean-Jacques Rousseau-Philip Stewart-Jean Vache,3.46,en-US,25
27794,Denis Diderot,3.69,fre,0
27798,Ronald J. Faust-Roy F. Cucchiara-Denise J. Wedel-C. Thomas Wass-Stephen H. Rose-Thomas N. Spackman,3.64,eng,0
27800,Johann Wolfgang von Goethe-Philip Wayne,3.73,eng,13
27803,Christopher Marlowe-H. Havelock Ellis,3.61,en-US,111
27804,Eric P. Kelly-Janina Domanska,3.76,eng,13
27812,William H. Press-Saul A. Teukolsky-William T. Vetterling-Brian P. Flannery,4.18,eng,9
27813,William T. Vetterling-William H. Press-Saul A. Teukolsky,2.75,eng,0
27819,William T. Vetterling-Saul A. Teukolsky-William H. Press-Brian P. Flannery,3.86,eng,0
27822,Alexander Pushkin-James E. Falen,4.09,eng,637
27823,Alexander Pushkin-Charles Johnston-Michael Basker-John Bayley,4.09,en-US,41
27825,Alexander Pushkin-Charles Johnston-John Bayley,4.09,en-US,24
27826,Alexander Pushkin-Walter W. Arndt,4.09,en-US,13
27827,Alexander Pushkin-Vladimir Nabokov,4.22,eng,31
27828,Alexander Pushkin-Vladimir Nabokov,4.22,eng,3
27829,Alexander Pushkin-Douglas R. Hofstadter,4.09,eng,8
27831,Alexander Pushkin-Tom Beck,4.09,eng,4
27832,Jean Racine-John Cairncross,3.85,eng,11
27842,Michael T. Goodrich-Roberto Tamassia,3.82,en-US,8
27843,Mark Allen Weiss,3.87,eng,8
27844,Adam Drozdek,3.71,en-US,0
27847,Frank M. Carrano-Walter J. Savitch,3.44,eng,3
27851,Mark Allen Weiss,3.81,eng,11
27861,Adam Drozdek,3.71,en-US,5
27862,Robert Sedgewick,4.14,en-GB,3
27877,Terry Deary,4.0,eng,0
27880,Dave Luckett,3.86,eng,29
27881,Jo Clayton,3.71,en-US,3
27883,Diana Wynne Jones,3.76,en-US,14
27885,Jo Clayton,3.72,eng,4
27889,Angus Wells,3.55,eng,5
27892,Angus Wells,3.94,eng,16
27897,Peter Handke-Krishna Winston,3.33,eng,11
27923,Augustine of Hippo-Emilie Griffin-Mary T. Clark-Francine du Plessix Gray,4.31,eng,0
27924,Augustine of Hippo-Vernon J. Bourke,3.69,eng,6
27932,Roberta Gellis,3.89,eng,62
27943,Robert F. Kennedy Jr.,4.09,eng,14
27946,Jacques Lowe-Hugh Sidey-Robert F. Kennedy Jr.-Thomasina Lowe-Tom Wolfe,4.34,eng,1
27971,Binjamin W. Segel-Richard S. Levy-Sergei Nilus,3.56,eng,2
27988,Robert Cullen,4.03,eng,10
27991,Bob Cullen,3.31,eng,10
27999,Annie Proulx,3.99,eng,770
28001,Annie Proulx,3.59,eng,441
28002,Annie Proulx,3.75,eng,375
28003,Annie Proulx,3.93,eng,120
28004,Annie Proulx-Lew Nichols,3.64,eng,25
28012,Martin E.P. Seligman,3.95,eng,315
28021,Mircea Eliade-Diane Apostolos-Cappadona-Alf Hiltebeitel,4.43,eng,6
28022,Mircea Eliade-Wendy Doniger-Willard R. Trask,4.22,eng,49
28023,Mircea Eliade-Philip Mairet,4.15,eng,9
28025,Mircea Eliade-Willard R. Trask,4.23,eng,55
28026,Mircea Eliade-Mac L. Ricketts-Matei Călinescu,3.92,eng,2
28028,Mircea Eliade-Catherine Spencer,3.93,en-US,28
28029,Mircea Eliade-Willard R. Trask,4.07,en-US,11
28048,Rebecca Solnit,4.07,eng,394
28052,David J. Hassel,4.0,eng,0
28054,Rebecca Solnit,4.14,eng,130
28055,Rebecca Solnit,3.92,eng,24
28056,Rebecca Solnit,4.2,en-US,29
28061,Ken Knabb,4.25,eng,11
28067,Chris Gray-Larry  Law,4.14,eng,2
28074,David Sedaris-Amy Sedaris,3.79,en-US,46
28075,David Sedaris-Georg Deggerich-Harry Rowohlt,3.98,ger,1
28078,Sarah Dunant,3.8,eng,2886
28083,Gabriel García Márquez,4.06,eng,13
28086,Gabriel García Márquez-Gregory Rabassa,4.06,eng,60
28087,Michael  Wood,4.51,eng,74
28088,Gabriel García Márquez-Gregory Rabassa,4.06,eng,203
28091,Susanna Kaysen,3.58,eng,11
28092,Susanna Kaysen,3.3,eng,123
28093,Susanna Kaysen,3.82,eng,47
28094,Susanna Kaysen,3.9,ger,4
28097,Stephen King,3.89,eng,40
28105,Rachel Cohn,3.58,eng,48
28116,A.J. Jacobs,3.77,eng,2312
28131,Kurt Vonnegut,4.07,eng,148
28133,Kurt Vonnegut,3.72,eng,218
28134,Mark Vonnegut-Kurt Vonnegut,3.87,eng,170
28148,Jane Feather,3.62,eng,57
28155,Jane Feather,3.53,eng,11
28158,David A. Adler-John Wallner-Alexandra Wallner,3.72,en-US,4
28162,David Thomas Lord,3.32,en-US,9
28173,William  James-Stephen Vicchio,4.5,eng,1
28184,Alexander McCall Smith,4.06,eng,923
28185,Rick Riordan,4.35,eng,770
28186,Rick Riordan,4.24,eng,18942
28187,Rick Riordan,4.24,eng,45829
28188,Rick Riordan-Jesse Bernstein,4.35,eng,32
28190,Rick Riordan,4.24,en-US,34
28193,Cornelia Funke-Paul   Howard-Oliver G. Latsch,3.74,eng,235
28194,Cornelia Funke-Anthea Bell,3.87,eng,9147
28195,Cornelia Funke-Anthea Bell,3.92,eng,3094
28196,Cornelia Funke,3.73,en-US,140
28200,Cornelia Funke-Helena Ragg-Kirkby,3.92,eng,32
28202,Louis Menand,4.07,eng,334
28205,Jack Du Brul,3.99,en-US,99
28206,Jack Du Brul,4.17,eng,30
28207,Jack Du Brul,4.07,en-US,38
28209,Jack Du Brul,4.09,eng,41
28210,Jack Du Brul,4.19,en-US,35
28211,Jack Du Brul,4.17,eng,25
28212,Randy Shilts-William Greider,4.39,eng,951
28213,Nadine Cohodas,3.96,eng,5
28221,Nicholson Baker,3.69,en-US,7
28222,Frediano Sessi-Cecco Mariniello,3.39,ita,5
28225,Nicholson Baker,3.89,fre,1
28227,Nicholson Baker,2.89,eng,54
28228,Nicholson Baker,3.42,eng,92
28231,Nicholson Baker,3.67,eng,184
28239,Paul Theroux,3.96,eng,704
28240,Paul Theroux,3.96,en-US,21
28246,Trudi Canavan,4.03,en-US,103
28247,Trudi Canavan,4.08,en-US,132
28248,Trudi Canavan,3.86,eng,278
28249,Trudi Canavan,3.96,eng,1486
28250,Trudi Canavan,4.08,eng,829
28251,Trudi Canavan,4.16,eng,967
28252,Trudi Canavan,3.96,eng,14
28254,Marshall Sahlins,3.91,eng,25
28255,Marshall Sahlins,3.62,en-GB,3
28257,Marshall Sahlins,3.94,eng,5
28259,Marshall Sahlins,3.74,en-US,7
28271,Margaret Weis-Tracy Hickman,3.57,eng,41
28272,Margaret Weis-Tracy Hickman,3.46,eng,4
28278,Bessie Head,3.84,eng,77
28282,Tom Perrotta,3.86,eng,382
28289,Tom Perrotta,3.38,eng,250
28293,Georges Perec-David Bellos,4.22,eng,278
28294,Georges Perec-Gilbert Adair,3.8,eng,152
28295,Georges Perec-David Bellos-Andrew Leak,3.98,eng,60
28296,Georges Perec-David Bellos,3.88,eng,69
28297,Georges Perec-John Sturrock,4.28,eng,58
28302,William Saroyan,4.21,eng,40
28304,William Saroyan,3.95,eng,19
28308,William Saroyan-Don Freeman,4.15,en-US,64
28316,Harry Crews,3.84,eng,11
28336,Georges Perec,3.8,fre,27
28340,Fyodor Dostoyevsky,3.89,spa,7
28343,Fyodor Dostoyevsky,3.94,spa,1
28344,Fyodor Dostoyevsky-Alexander Pushkin-Guillermo Suazo Pascual,4.32,spa,4
28348,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.2,en-US,707
28350,Theo LeSieg-Dr. Seuss-Barney Tobey,4.16,eng,133
28351,Dr. Seuss,3.99,eng,466
28355,Nisargadatta Maharaj-Maurice Frydman,4.51,en-US,8
28356,Margaret Cho,3.69,eng,129
28358,Denise Riley,3.65,eng,8
28369,Raymond Queneau-Barbara Wright-Gilbert Adair,3.73,eng,184
28370,Raymond Queneau,4.04,eng,38
28371,Raymond Queneau-Barbara Wright,3.94,eng,38
28372,Raymond Queneau-Barbara Wright-Vivian Kogan,3.8,eng,16
28375,Raymond Queneau-Barbara Wright,4.01,eng,41
28377,Boris Vian-Stanley  Chapman-Raymond Queneau-John Sturrock,3.98,en-GB,76
28381,Nikolai Gogol-Robert A. Maguire,3.99,eng,1140
28385,Marcel Proust-James Grieve-Christopher Prendergast,4.41,eng,232
28388,Roger Shattuck,3.92,eng,26
28389,William C. Carter,4.32,eng,4
28392,Stéphane Heuet-Stanislas Brézet-Marcel Proust,4.03,eng,2
28393,Marcel Proust-James Grieve,4.41,en-US,18
28395,Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin,4.53,en-US,40
28396,Ray Bradbury,4.14,eng,3
28400,Stéphane Heuet-Marcel Proust-Joe  Johnson,3.76,eng,9
28404,Gilles Deleuze-Richard Howard,4.21,eng,1
28407,Émile Zola-Roger Pearson,4.12,eng,693
28408,Amy Taubin,3.92,en-US,16
28409,Émile Zola-Roger Pearson,3.96,eng,96
28411,Émile Zola-Andrew Moore-Ernest Alfred Vizetelly,3.69,eng,9
28413,Émile Zola-Robin Buss-Brian  Nelson,3.99,eng,329
28416,Émile Zola-Ernest Alfred Vizetelly,3.88,fre,9
28417,Émile Zola-Henri Mitterand,4.05,fre,140
28418,Paul Schrader,4.11,eng,22
28419,Émile Zola-Robert Lethbridge-Elinor Dorday,3.99,eng,48
28420,Émile Zola-Douglas Parmée,4.08,eng,64
28422,Richard Elman,3.59,en-US,5
28424,Shana Abe,3.83,eng,26
28425,Shana Abe,3.82,eng,25
28426,Shana Abe,3.73,eng,111
28427,Shana Abe,3.66,eng,24
28428,Shana Abe,3.66,eng,52
28429,Shana Abe,3.74,eng,551
28434,William Gaddis-Frederick R. Karl,4.28,eng,179
28436,John Lewis Gaddis,4.01,en-US,26
28440,William Gaddis,3.84,eng,103
28441,William Gaddis-Sven Birkerts-Joseph Tabbi,3.81,en-US,88
28455,John      O'Brien-David Andrews-John Beer-Robert L. McLaughlin-Joy Castro,3.4,eng,2
28456,William Gaddis,3.76,eng,75
28457,Ivan Turgenev-Richard Freeborn,4.12,eng,22
28458,Ivan Turgenev-Richard Freeborn,3.93,eng,102
28462,Ivan Turgenev-Leonard Schapiro,3.94,eng,113
28463,Ivan Turgenev-Richard Freeborn,3.92,eng,64
28465,Margaret Weis-Tracy Hickman,3.66,en-GB,3
28466,Margaret Weiss-Gabrielle Weiss-Lily Trokenberg Hechtman,3.4,eng,0
28467,Robert A. Weiss-Margaret A. Weiss-Karen L. Beasley,0.0,eng,0
28468,Margaret Weis-Esther M. Friesner-Roger Zelazny-Bruce Holland Rogers-Robin Wayne Bailey-Janet Pack-Lawrence Schimel-Jody Lynn Nye-Janet Asimov-Lisa Mason-Jane Lindskold-Mickey Zucker Reichert-Lawrence Watt-Evans-Peter Crowther-Gary A. Braunbeck-Connie Hirsch-Tobin Larson-Kevin T. Stein,3.38,eng,14
28470,Margaret Weis-Tracy Hickman,3.71,eng,0
28471,Margaret Weis-Tracy Hickman,4.05,eng,92
28475,Ford Madox Ford,4.11,eng,0
28480,Margaret Weis-Tracy Hickman,3.64,en-US,4
28481,Margaret Weis-Tracy Hickman,3.95,eng,479
28482,Margaret Weis-Tracy Hickman,4.06,eng,115
28483,Margaret Weis-Tracy Hickman,4.11,eng,140
28484,Margaret Weis-Tracy Hickman,4.11,eng,119
28485,Margaret Weis-Tracy Hickman,3.98,eng,210
28486,Stanislav Grof-Christina Grof,4.07,eng,2
28488,Margaret Weis-Tracy Hickman,3.98,eng,5
28502,Greg Bear,4.0,eng,0
28505,Margaret Weis,4.07,fre,1
28506,Peter Valentine Timlett,3.68,eng,3
28507,Margaret Weis-Tracy Hickman,4.07,eng,131
28510,Margaret Weis-Tracy Hickman,3.61,eng,7
28511,Margaret Weis-Lizz Weis,3.15,en-US,28
28514,Margaret Weis-Tracy Hickman,3.9,eng,81
28522,Margaret Weis-Tracy Hickman,3.51,eng,7
28524,Margaret Weis,4.15,eng,143
28529,Margaret Weis-Tracy Hickman,3.88,eng,0
28530,Margaret Weis-Jane Lindskold-Linda Baker-Kathleen M. Massie-Ferch-Cynthia Ward-Lawrence C. Connolly-John Tigges-Kate Novak-Janet Pack-James Reasoner-Livia Reasoner-Nick O'Donohoe-Anne Yvonne Gilbert-Linda Mannheim-Nancy Springer-Gary A. Braunbeck-Jo Clayton-Robyn McGrew-Kevin T. Stein-Felicia Dale-Russell          Davis,3.55,eng,5
28531,Margaret Weis-Tracy Hickman,3.66,eng,4
28532,Denise Little-J. Robert King-Margaret Weis-Tracy Hickman-Janet Pack-Jean Rabe,4.04,en-US,0
28533,Margaret Weis-Tracy Hickman,3.66,eng,47
28534,Margaret Weis-Tracy Hickman,3.81,eng,2
28536,Margaret Weis,3.97,eng,3
28538,Margaret Weis-Tracy Hickman,3.86,eng,21
28539,Margaret Weis-Tracy Hickman-Barbara Siegel-Scott Siegel-Roger E. Moore-Warren B. Smith-Nick O'Donohoe-Richard A. Knaak-Nancy Varian Berberick-Mary L. Kirchoff-Michael   Williams,3.74,en-US,36
28540,Margaret Weis-Tracy Hickman,4.0,en-US,2
28541,Anne McCaffrey,4.25,eng,944
28543,Anne McCaffrey,4.25,eng,56
28547,Anne McCaffrey,4.28,eng,550
28549,Anne McCaffrey,4.28,eng,26
28553,Anne McCaffrey,4.06,eng,385
28557,Jeffery Deaver,3.84,eng,109
28558,Jeffery Deaver,4.17,eng,1
28559,Jeffery Deaver,3.95,eng,19
28560,Jeffery Deaver,3.93,eng,56
28561,Jeffery Deaver,3.99,en-US,34
28562,Jeffery Deaver,3.46,eng,49
28563,Jeffery Deaver,3.52,eng,46
28564,William Jefferies-Jeffery Deaver,3.43,eng,44
28565,William Jefferies-Jeffery Deaver,3.59,eng,5
28566,Jeffery Deaver,4.07,en-US,41
28567,Jeffery Deaver,3.92,eng,200
28568,Jeffery Deaver,4.09,en-US,545
28569,Jeffery Deaver,3.8,eng,139
28570,Jeffery Deaver,3.99,en-US,259
28585,Neal Barrett Jr.-Martha Banta,2.95,eng,0
28591,Maurice Sendak,3.82,eng,74
28597,Robert Anton Wilson-Israel Regardie,4.26,eng,279
28606,Tristan Taormino,3.96,eng,6
28615,Susan Cooper,3.86,eng,46
28617,Robert Boyle-Michael Hunter-Edward B. Davis,3.0,eng,0
28631,Stephen Cox-Butch Patrick-Yvonne DeCarlo,4.44,eng,10
28634,Milan Kundera-Peter Kussi,4.13,eng,765
28635,Milan Kundera-Linda Asher,3.68,eng,587
28636,Milan Kundera-Linda Asher,3.96,eng,108
28637,Milan Kundera-Linda Asher,3.96,eng,152
28639,John Baldessari-Paul Auster-Francine Prose-Peter Schjeldahl-David Byrne-Dave Eggers-David Gilbert-Tim Griffin-Andy Grundberg-John Haskell-Michael Kimmelman-Glenn O'Brien-Lynne Tillman,4.0,en-US,4
28645,Dave Eggers,3.63,eng,23
28650,Rachel Caine,3.96,eng,183
28657,William Empson,3.86,eng,0
28658,Janny Wurts,4.2,eng,7
28660,Janny Wurts,3.76,eng,192
28662,Raymond E. Feist-Janny Wurts,4.31,en-GB,16
28664,Janny Wurts,4.03,eng,32
28666,Janny Wurts,3.88,eng,4
28668,Janny Wurts,3.87,eng,25
28670,Janny Wurts,4.15,en-US,7
28671,Janny Wurts,3.82,eng,46
28672,Janny Wurts,3.91,eng,9
28674,Janny Wurts,4.11,eng,20
28676,Bret Easton Ellis,3.82,eng,7599
28687,Tad Williams,3.89,eng,172
28689,Tad Williams,4.1,eng,374
28691,Tad Williams,4.17,eng,295
28692,Tad Williams,3.87,eng,305
28694,Tad Williams,3.73,eng,376
28695,Tad Williams,3.91,eng,681
28697,Tad Williams,3.87,en-GB,24
28698,Tad Williams,4.2,eng,206
28699,Tad Williams-Hans J. Schütz,3.97,ger,0
28700,Don DeLillo,3.21,eng,1077
28701,Don DeLillo,3.49,eng,98
28703,Don DeLillo,3.22,eng,901
28715,Cormac McCarthy-Harold Bloom,4.18,en-US,187
28716,Cormac McCarthy,4.18,eng,64
28721,Harold Bloom-Amy Sickels,4.08,eng,10
28724,Mercedes Lackey,3.8,eng,31
28725,Mercedes Lackey,4.19,en-US,152
28727,Mercedes Lackey-Rosemary Edghill,3.94,en-US,14
28728,Mercedes Lackey-Rosemary Edghill,3.93,en-US,23
28729,Marvin Kaye-Michael Swanwick-Orson Scott Card-Mercedes Lackey-Tanith Lee-Elizabeth Moon,3.76,en-US,39
28730,Mercedes Lackey,3.9,en-US,27
28731,Mercedes Lackey-Josepha Sherman,3.78,eng,33
28733,Mercedes Lackey,4.12,eng,169
28734,Mercedes Lackey,4.27,eng,307
28735,Mercedes Lackey,4.25,eng,239
28736,Mercedes Lackey,4.05,en-GB,98
28747,George Saunders,4.22,eng,948
28748,George Saunders-Lane Smith,4.11,eng,335
28749,George Saunders,3.7,en-US,522
28756,Chip Kidd,3.75,en-US,512
28759,Mercedes Lackey,4.21,eng,704
28760,Mercedes Lackey,4.21,eng,266
28761,Mercedes Lackey-Dawn Wilson,4.48,eng,3
28762,Mercedes Lackey,4.48,eng,73
28763,Stanisław Lem-Michael Kandel,4.11,eng,155
28764,Stanisław Lem-Louis Iribarne,3.71,en-US,34
28766,Stanisław Lem-Michael Kandel,4.12,eng,159
28767,Stanisław Lem-Michael Kandel,4.17,en-US,41
28768,Stanisław Lem-Marc E. Heine,3.91,en-US,122
28796,Evangeline Walton,4.02,eng,11
28801,Robert W. Strayer,3.43,eng,3
28805,Julian Rubinstein,4.02,en-US,480
28807,Roger Zelazny,3.72,eng,39
28808,Greg Keyes-J. Gregory Keyes,3.8,en-US,5
28810,Elliot Aronson-Robin M. Akert-Timothy D. Wilson,3.98,eng,1
28815,Robert B. Cialdini,4.18,eng,2289
28819,William  James-Bruce Kuklick,4.2,eng,12
28821,William  James-Gerald Eugene Myers,4.22,eng,4
28822,William  James,4.06,eng,22
28827,Deborah Blum,3.69,eng,125
28836,William  James-Frederick Burkhardt-Rand B. Evans-Gerald Eugene Myers,4.18,eng,1
28845,Will Durant-Grover Gardner,4.11,eng,5
28850,J.R.R. Tolkien-Rob Inglis,4.52,eng,164
28853,J.R.R. Tolkien-Pierre Alien-Tina Jolas,3.91,fre,1
28854,J.R.R. Tolkien-Christopher Tolkien,3.85,eng,10
28859,José Saramago-Giovanni Pontiero,4.28,eng,507
28860,José Saramago-Basilio Losada,4.28,spa,4
28862,Niccolò Machiavelli-Rufus Goodwin-Benjamin Martinez,3.8,eng,4005
28863,Elizabeth Hoyt,3.98,eng,868
28865,Antoine de Saint-Exupéry,4.3,fre,216
28866,Christine Feehan,4.01,eng,1868
28867,Edward Rutherfurd,3.85,eng,839
28868,C.S. Lewis,3.97,eng,85
28869,Chuck Klosterman,3.82,spa,2
28872,Lisa Trumbauer-Emily Fiegenshuh,4.32,eng,34
28873,Dugald A. Steer-Ernest Drake-Wayne Anderson-Helen Ward-Douglas Carrel,4.1,eng,213
28875,Ruth Stiles Gannett-Ruth Chrisman Gannett,4.27,eng,390
28876,Naomi Novik,4.06,eng,4555
28877,Thomas  Harris,4.03,eng,3029
28881,Christopher Moore,4.26,eng,10223
28886,Arthur Phillips,3.27,eng,7
28887,Kent R. Weeks,4.07,eng,24
28898,Frank P. Incropera-David P. DeWitt,4.0,en-US,0
28899,Mike Lupica,3.98,eng,1382
28902,Yunus A. Cengel,4.16,eng,3
28910,John Steinbeck,4.09,eng,117
28913,Robert Goddard,3.71,eng,84
28915,Shannon Holmes,4.04,eng,10
28917,Dyan Sheldon,4.26,en-US,4
28920,Kazuo Ishiguro,3.73,eng,928
28922,Kazuo Ishiguro,3.75,eng,1064
28923,Kazuo Ishiguro,3.48,eng,1544
28926,Kazuo Ishiguro,3.53,eng,114
28929,Kermit L. Hall-Paul Finkelman-James W. Jr. Ely,3.51,eng,0
28935,Allegra Goodman,3.33,eng,591
28942,Kate Atkinson,3.45,en-US,450
28944,Kate Atkinson-Traverse Theatre,3.6,en-US,6
28947,Kate Atkinson,3.95,ger,0
28948,Isaac Bashevis Singer-Saul Bellow-Allegra Goodman,4.16,eng,61
28958,Kate Atkinson,3.71,ger,0
28963,Kate Atkinson-Jean Bourdier,3.95,fre,4
28964,Kate Atkinson,3.95,spa,2
28971,Emma Lathen,3.82,eng,8
28977,John Lawrence Peterson-Jacqueline Rogers-Roberta Carter Clark,3.75,eng,15
28978,Donna Leon,3.78,eng,272
28979,Peter Tremayne,4.05,eng,69
28988,Tom Perrotta,3.5,eng,154
29011,Lynda Barry,4.16,en-GB,500
29019,John Updike-Edward Gorey,4.24,eng,90
29022,Suetonius-Michael Grant-Robert Graves,4.05,eng,351
29026,Marianna Mayer-Kinuko Y. Craft,4.32,en-US,8
29027,Friends in Recovery,4.08,eng,1
29030,Jan Brett,4.13,eng,76
29031,John F. MacArthur Jr.,4.2,en-US,218
29035,John F. MacArthur Jr.,3.97,en-GB,3
29036,John M. Barry,3.95,eng,1391
29043,Andrew Hussey,3.82,eng,86
29044,Donna Tartt,4.09,eng,14195
29052,Jorge Cervantes,4.39,eng,24
29053,Anthony J. Cascardi,3.6,eng,1
